Customer_ID,Churn
"K104020","0"
"K104030","0"
"K104040","0"
"K104050","0"
"K104080","0"
"K104100","0"
"K104110","0"
"K104120","0"
"K104130","0"
"K104140","0"
"K104150","0"
"K104160","0"
"K104170","0"
"K104180","0"
"K104190","0"
"K104200","0"
"K104210","0"
"K104220","0"
"K104230","0"
"K104240","0"
"K104260","0"
"K104270","0"
"K104280","0"
"K104300","0"
"K104310","0"
"K104320","0"
"K104330","0"
"K104350","1"
"K104360","0"
"K104370","0"
"K104380","0"
"K104390","0"
"K104410","0"
"K104420","0"
"K104430","0"
"K104440","0"
"K104450","0"
"K104460","0"
"K104470","0"
"K104490","0"
"K104510","0"
"K104520","0"
"K104540","0"
"K104560","0"
"K104580","0"
"K104590","0"
"K104600","0"
"K104610","0"
"K104630","0"
"K104650","0"
"K104660","0"
"K104670","0"
"K104690","0"
"K104700","0"
"K104720","0"
"K104730","0"
"K104740","0"
"K104760","0"
"K104780","0"
"K104800","0"
"K104810","0"
"K104820","0"
"K104830","0"
"K104840","0"
"K104850","0"
"K104860","0"
"K104870","0"
"K104890","0"
"K104900","0"
"K104910","0"
"K104920","0"
"K104930","0"
"K104940","0"
"K104950","0"
"K104960","0"
"K104970","0"
"K104980","0"
"K104990","0"
"K105010","0"
"K105020","0"
"K105030","0"
"K105040","0"
"K105050","0"
"K105060","0"
"K105070","0"
"K105100","0"
"K105110","0"
"K105120","0"
"K105130","0"
"K105140","0"
"K105160","0"
"K105170","0"
"K105180","0"
"K105190","0"
"K105200","1"
"K105220","0"
"K105240","0"
"K105260","0"
"K105270","0"
"K105290","0"
"K105320","0"
"K105330","0"
"K105340","0"
"K105350","0"
"K105370","1"
"K105380","0"
"K105390","0"
"K105410","0"
"K105420","0"
"K105450","0"
"K105470","0"
"K105480","0"
"K105490","0"
"K105510","0"
"K105520","0"
"K105530","0"
"K105540","0"
"K105550","0"
"K105570","0"
"K105580","0"
"K105590","0"
"K105600","0"
"K105610","0"
"K105620","0"
"K105630","0"
"K105650","0"
"K105670","0"
"K105690","0"
"K105700","0"
"K105750","0"
"K105760","0"
"K105770","0"
"K105790","0"
"K105800","0"
"K105810","0"
"K105820","0"
"K105830","0"
"K105850","0"
"K105860","0"
"K105870","0"
"K105880","0"
"K105900","0"
"K105910","0"
"K105920","0"
"K105930","0"
"K105940","0"
"K105950","0"
"K105960","0"
"K105970","0"
"K105980","0"
"K105990","0"
"K106000","0"
"K106010","0"
"K106020","0"
"K106030","0"
"K106040","0"
"K106070","0"
"K106080","0"
"K106110","0"
"K106120","0"
"K106130","0"
"K106140","0"
"K106150","0"
"K106160","0"
"K106170","0"
"K106180","0"
"K106190","0"
"K106200","0"
"K106210","0"
"K106230","0"
"K106240","0"
"K106260","0"
"K106270","0"
"K106290","0"
"K106300","0"
"K106310","0"
"K106320","0"
"K106350","0"
"K106360","0"
"K106370","0"
"K106390","0"
"K106400","0"
"K106410","0"
"K106420","0"
"K106430","0"
"K106440","0"
"K106450","0"
"K106470","0"
"K106480","0"
"K106490","0"
"K106510","0"
"K106520","1"
"K106530","0"
"K106540","0"
"K106550","0"
"K106560","0"
"K106570","0"
"K106610","0"
"K106620","0"
"K106630","0"
"K106640","0"
"K106660","0"
"K106690","0"
"K106720","0"
"K106730","0"
"K106750","0"
"K106770","0"
"K106780","0"
"K106800","0"
"K106810","0"
"K106820","1"
"K106830","0"
"K106840","1"
"K106850","0"
"K106880","0"
"K106890","0"
"K106900","0"
"K106920","0"
"K106930","0"
"K106940","0"
"K106950","0"
"K106960","0"
"K106970","0"
"K106990","0"
"K107000","0"
"K107020","0"
"K107050","0"
"K107060","0"
"K107070","0"
"K107090","0"
"K107120","0"
"K107140","0"
"K107160","0"
"K107190","0"
"K107200","0"
"K107210","0"
"K107220","0"
"K107230","0"
"K107240","0"
"K107250","0"
"K107260","0"
"K107270","0"
"K107290","0"
"K107300","0"
"K107330","1"
"K107360","0"
"K107370","0"
"K107380","0"
"K107390","0"
"K107400","1"
"K107420","0"
"K107430","0"
"K107440","0"
"K107450","0"
"K107470","0"
"K107480","0"
"K107490","0"
"K107500","0"
"K107510","0"
"K107530","0"
"K107560","0"
"K107570","0"
"K107580","0"
"K107590","0"
"K107620","0"
"K107630","0"
"K107640","0"
"K107660","0"
"K107670","0"
"K107680","0"
"K107700","0"
"K107720","0"
"K107730","0"
"K107740","1"
"K107770","0"
"K107780","0"
"K107810","0"
"K107820","0"
"K107830","0"
"K107840","0"
"K107850","0"
"K107860","0"
"K107870","0"
"K107880","1"
"K107890","0"
"K107910","0"
"K107920","0"
"K107930","0"
"K107960","0"
"K107970","0"
"K107980","0"
"K107990","0"
"K108000","0"
"K108010","0"
"K108020","0"
"K108030","0"
"K108040","0"
"K108050","0"
"K108060","0"
"K108090","0"
"K108100","0"
"K108110","0"
"K108120","0"
"K108130","0"
"K108140","0"
"K108150","0"
"K108160","0"
"K108170","0"
"K108180","0"
"K108190","0"
"K108200","0"
"K108210","0"
"K108240","0"
"K108250","0"
"K108270","0"
"K108280","0"
"K108300","0"
"K108310","0"
"K108320","0"
"K108330","0"
"K108340","0"
"K108350","0"
"K108370","0"
"K108380","0"
"K108390","0"
"K108400","0"
"K108410","0"
"K108420","0"
"K108430","0"
"K108440","0"
"K108450","0"
"K108480","0"
"K108490","0"
"K108500","0"
"K108520","0"
"K108560","0"
"K108570","0"
"K108580","0"
"K108590","0"
"K108600","0"
"K108610","0"
"K108620","0"
"K108650","0"
"K108660","0"
"K108670","0"
"K108690","0"
"K108700","0"
"K108710","0"
"K108720","0"
"K108730","0"
"K108750","0"
"K108760","0"
"K108770","0"
"K108780","0"
"K108790","0"
"K108810","0"
"K108820","0"
"K108840","0"
"K108850","0"
"K108860","0"
"K108870","0"
"K108920","0"
"K108930","0"
"K108950","0"
"K108960","0"
"K108970","0"
"K108980","1"
"K109000","0"
"K109010","0"
"K109030","0"
"K109040","0"
"K109060","0"
"K109090","0"
"K109100","0"
"K109130","0"
"K109140","0"
"K109160","0"
"K109170","0"
"K109180","0"
"K109190","0"
"K109210","0"
"K109230","0"
"K109240","0"
"K109250","0"
"K109260","0"
"K109280","0"
"K109290","0"
"K109320","0"
"K109330","0"
"K109340","0"
"K109360","0"
"K109390","0"
"K109400","0"
"K109420","0"
"K109440","0"
"K109450","0"
"K109460","0"
"K109470","0"
"K109480","0"
"K109490","0"
"K109500","0"
"K109510","0"
"K109520","0"
"K109530","0"
"K109540","0"
"K109590","0"
"K109610","0"
"K109630","0"
"K109640","0"
"K109650","0"
"K109660","0"
"K109670","0"
"K109680","0"
"K109690","0"
"K109700","0"
"K109710","0"
"K109720","0"
"K109730","0"
"K109740","0"
"K109770","0"
"K109780","0"
"K109790","0"
"K109800","0"
"K109810","0"
"K109820","0"
"K109830","0"
"K109840","0"
"K109850","0"
"K109860","0"
"K109870","0"
"K109880","0"
"K109890","0"
"K109900","0"
"K109910","0"
"K109920","0"
"K109930","0"
"K109940","0"
"K109950","0"
"K109960","0"
"K109970","0"
"K109980","0"
"K109990","0"
"K110020","0"
"K110030","0"
"K110050","0"
"K110070","0"
"K110080","0"
"K110090","0"
"K110100","0"
"K110110","0"
"K110130","0"
"K110140","0"
"K110150","0"
"K110160","0"
"K110170","0"
"K110190","0"
"K110200","0"
"K110210","0"
"K110220","0"
"K110230","0"
"K110240","0"
"K110250","0"
"K110260","0"
"K110280","0"
"K110300","0"
"K110310","0"
"K110320","0"
"K110340","0"
"K110350","0"
"K110360","0"
"K110370","0"
"K110380","0"
"K110390","0"
"K110410","0"
"K110420","0"
"K110430","0"
"K110440","0"
"K110450","0"
"K110470","0"
"K110480","0"
"K110490","0"
"K110500","1"
"K110510","0"
"K110520","0"
"K110530","0"
"K110560","0"
"K110580","1"
"K110620","0"
"K110630","0"
"K110640","0"
"K110650","0"
"K110690","0"
"K110700","0"
"K110710","0"
"K110720","0"
"K110730","1"
"K110740","0"
"K110750","0"
"K110770","0"
"K110780","0"
"K110790","0"
"K110800","0"
"K110810","0"
"K110830","0"
"K110840","0"
"K110850","0"
"K110860","0"
"K110880","0"
"K110890","0"
"K110900","0"
"K110910","0"
"K110920","0"
"K110930","0"
"K110940","0"
"K110950","0"
"K110960","0"
"K110970","0"
"K110980","0"
"K110990","0"
"K111020","0"
"K111030","0"
"K111040","0"
"K111050","0"
"K111060","0"
"K111080","0"
"K111100","0"
"K111110","0"
"K111130","1"
"K111150","0"
"K111160","0"
"K111180","0"
"K111190","0"
"K111210","0"
"K111230","0"
"K111250","0"
"K111260","0"
"K111270","0"
"K111280","1"
"K111290","0"
"K111310","0"
"K111320","0"
"K111340","0"
"K111360","0"
"K111370","0"
"K111380","0"
"K111390","0"
"K111400","0"
"K111410","0"
"K111420","0"
"K111430","0"
"K111440","0"
"K111460","0"
"K111470","0"
"K111490","0"
"K111500","0"
"K111510","1"
"K111520","0"
"K111530","0"
"K111540","0"
"K111560","1"
"K111570","0"
"K111580","0"
"K111610","0"
"K111620","0"
"K111640","0"
"K111650","0"
"K111660","0"
"K111670","0"
"K111680","0"
"K111690","0"
"K111710","0"
"K111720","0"
"K111730","0"
"K111740","0"
"K111750","0"
"K111760","0"
"K111770","0"
"K111800","1"
"K111810","0"
"K111830","0"
"K111840","0"
"K111860","0"
"K111870","0"
"K111880","0"
"K111890","0"
"K111900","0"
"K111920","0"
"K111930","0"
"K111940","0"
"K111960","0"
"K111970","0"
"K111980","0"
"K112000","0"
"K112010","0"
"K112020","0"
"K112030","0"
"K112050","0"
"K112060","0"
"K112070","0"
"K112080","0"
"K112090","0"
"K112100","0"
"K112110","0"
"K112130","0"
"K112150","0"
"K112160","0"
"K112170","0"
"K112200","0"
"K112210","0"
"K112220","0"
"K112230","0"
"K112240","0"
"K112250","0"
"K112270","0"
"K112290","0"
"K112300","0"
"K112310","0"
"K112320","0"
"K112330","0"
"K112340","0"
"K112350","0"
"K112360","0"
"K112370","0"
"K112380","0"
"K112390","0"
"K112400","0"
"K112410","0"
"K112430","0"
"K112440","0"
"K112450","0"
"K112460","0"
"K112470","0"
"K112490","0"
"K112500","0"
"K112510","0"
"K112520","0"
"K112530","0"
"K112540","0"
"K112550","0"
"K112570","0"
"K112590","0"
"K112600","0"
"K112610","0"
"K112620","0"
"K112640","0"
"K112650","0"
"K112660","0"
"K112670","0"
"K112680","0"
"K112700","0"
"K112710","0"
"K112730","0"
"K112740","1"
"K112750","0"
"K112760","0"
"K112770","0"
"K112780","0"
"K112790","0"
"K112810","0"
"K112820","0"
"K112830","0"
"K112840","0"
"K112850","0"
"K112870","0"
"K112880","0"
"K112890","0"
"K112900","0"
"K112910","0"
"K112930","0"
"K112940","0"
"K112960","0"
"K112980","0"
"K112990","0"
"K113000","0"
"K113010","0"
"K113020","0"
"K113030","0"
"K113040","0"
"K113050","0"
"K113060","0"
"K113070","0"
"K113080","0"
"K113090","0"
"K113100","0"
"K113110","1"
"K113120","1"
"K113130","0"
"K113140","0"
"K113150","0"
"K113170","0"
"K113180","0"
"K113200","0"
"K113210","0"
"K113220","0"
"K113230","0"
"K113240","0"
"K113260","0"
"K113270","0"
"K113280","0"
"K113290","0"
"K113300","0"
"K113310","0"
"K113320","0"
"K113330","0"
"K113340","0"
"K113350","0"
"K113360","0"
"K113370","0"
"K113380","0"
"K113390","0"
"K113400","0"
"K113410","0"
"K113440","0"
"K113450","0"
"K113470","1"
"K113490","0"
"K113500","0"
"K113510","0"
"K113520","0"
"K113530","0"
"K113540","0"
"K113550","0"
"K113560","0"
"K113580","0"
"K113590","0"
"K113600","0"
"K113610","0"
"K113630","0"
"K113640","0"
"K113650","0"
"K113660","0"
"K113680","0"
"K113690","0"
"K113700","0"
"K113710","0"
"K113720","0"
"K113740","1"
"K113750","0"
"K113770","0"
"K113780","0"
"K113790","0"
"K113800","0"
"K113810","0"
"K113830","0"
"K113850","0"
"K113860","0"
"K113870","0"
"K113890","0"
"K113900","0"
"K113910","0"
"K113920","0"
"K113930","0"
"K113940","0"
"K113960","1"
"K113970","0"
"K113980","0"
"K113990","0"
"K114000","0"
"K114010","0"
"K114020","0"
"K114030","0"
"K114050","1"
"K114060","0"
"K114070","0"
"K114080","0"
"K114090","0"
"K114100","0"
"K114110","0"
"K114120","0"
"K114130","0"
"K114140","0"
"K114150","0"
"K114180","0"
"K114200","0"
"K114220","0"
"K114230","0"
"K114240","0"
"K114250","0"
"K114260","0"
"K114270","0"
"K114280","0"
"K114290","0"
"K114300","0"
"K114310","0"
"K114320","0"
"K114350","0"
"K114360","0"
"K114380","0"
"K114390","0"
"K114400","0"
"K114420","0"
"K114430","0"
"K114450","0"
"K114460","0"
"K114470","0"
"K114480","0"
"K114500","1"
"K114510","0"
"K114520","0"
"K114530","0"
"K114550","0"
"K114560","0"
"K114570","0"
"K114590","0"
"K114600","0"
"K114610","0"
"K114620","0"
"K114630","0"
"K114640","0"
"K114650","0"
"K114670","0"
"K114700","0"
"K114710","0"
"K114720","0"
"K114730","0"
"K114740","0"
"K114770","0"
"K114780","0"
"K114810","0"
"K114820","0"
"K114830","0"
"K114840","0"
"K114850","0"
"K114860","0"
"K114870","0"
"K114890","0"
"K114900","0"
"K114910","0"
"K114930","0"
"K114960","0"
"K114980","0"
"K115000","0"
"K115010","0"
"K115020","0"
"K115040","0"
"K115050","0"
"K115080","0"
"K115090","0"
"K115100","0"
"K115120","0"
"K115130","0"
"K115140","0"
"K115150","0"
"K115160","0"
"K115170","0"
"K115180","0"
"K115190","1"
"K115200","0"
"K115210","0"
"K115220","0"
"K115230","0"
"K115240","0"
"K115250","0"
"K115260","0"
"K115290","0"
"K115310","0"
"K115320","0"
"K115340","0"
"K115360","0"
"K115380","0"
"K115390","0"
"K115400","0"
"K115410","0"
"K115420","0"
"K115430","0"
"K115450","0"
"K115460","0"
"K115470","0"
"K115490","0"
"K115510","0"
"K115520","0"
"K115530","0"
"K115560","0"
"K115570","0"
"K115580","0"
"K115600","0"
"K115610","0"
"K115630","0"
"K115650","0"
"K115660","0"
"K115680","0"
"K115690","0"
"K115710","0"
"K115730","0"
"K115740","0"
"K115750","0"
"K115760","0"
"K115770","0"
"K115790","0"
"K115800","0"
"K115810","0"
"K115840","0"
"K115850","0"
"K115860","0"
"K115870","0"
"K115880","0"
"K115890","0"
"K115900","0"
"K115910","0"
"K115920","0"
"K115930","0"
"K115940","0"
"K115970","0"
"K115990","0"
"K116000","0"
"K116010","0"
"K116020","1"
"K116030","0"
"K116040","0"
"K116050","0"
"K116060","0"
"K116070","0"
"K116080","0"
"K116100","0"
"K116110","0"
"K116120","0"
"K116130","0"
"K116140","0"
"K116150","0"
"K116160","0"
"K116170","0"
"K116190","1"
"K116200","0"
"K116210","0"
"K116220","0"
"K116230","1"
"K116240","0"
"K116250","0"
"K116260","0"
"K116270","0"
"K116290","0"
"K116300","0"
"K116310","0"
"K116320","0"
"K116330","0"
"K116340","0"
"K116350","0"
"K116370","0"
"K116390","0"
"K116400","0"
"K116410","0"
"K116430","0"
"K116440","0"
"K116450","0"
"K116460","0"
"K116480","0"
"K116490","0"
"K116500","0"
"K116520","1"
"K116540","0"
"K116550","0"
"K116560","0"
"K116570","0"
"K116580","0"
"K116590","0"
"K116600","0"
"K116610","0"
"K116620","0"
"K116640","0"
"K116650","0"
"K116660","0"
"K116680","0"
"K116690","0"
"K116700","0"
"K116710","0"
"K116720","0"
"K116730","0"
"K116740","0"
"K116770","0"
"K116790","0"
"K116800","0"
"K116810","0"
"K116830","0"
"K116840","0"
"K116850","0"
"K116870","0"
"K116880","0"
"K116890","0"
"K116900","0"
"K116910","0"
"K116920","0"
"K116940","0"
"K116950","0"
"K116960","0"
"K116970","0"
"K116980","0"
"K117000","0"
"K117010","0"
"K117020","0"
"K117030","0"
"K117040","0"
"K117060","0"
"K117070","0"
"K117080","0"
"K117090","0"
"K117100","0"
"K117110","0"
"K117120","0"
"K117150","0"
"K117160","1"
"K117170","0"
"K117180","0"
"K117190","0"
"K117210","0"
"K117230","0"
"K117260","0"
"K117270","0"
"K117290","0"
"K117300","0"
"K117310","0"
"K117320","0"
"K117330","0"
"K117340","1"
"K117360","0"
"K117370","0"
"K117380","0"
"K117390","1"
"K117400","0"
"K117410","0"
"K117420","0"
"K117430","0"
"K117440","0"
"K117450","1"
"K117460","0"
"K117470","0"
"K117500","0"
"K117520","0"
"K117530","0"
"K117540","0"
"K117570","0"
"K117590","0"
"K117600","0"
"K117610","0"
"K117620","0"
"K117630","0"
"K117640","0"
"K117650","0"
"K117660","0"
"K117670","0"
"K117680","0"
"K117710","0"
"K117720","0"
"K117730","0"
"K117750","0"
"K117770","0"
"K117790","0"
"K117800","0"
"K117830","0"
"K117840","0"
"K117850","0"
"K117860","0"
"K117870","0"
"K117880","0"
"K117890","0"
"K117900","0"
"K117920","0"
"K117930","0"
"K117940","0"
"K117950","0"
"K117960","0"
"K117980","0"
"K117990","0"
"K118010","0"
"K118030","0"
"K118040","0"
"K118050","0"
"K118060","0"
"K118070","0"
"K118110","0"
"K118120","0"
"K118130","0"
"K118150","0"
"K118160","0"
"K118170","0"
"K118180","0"
"K118190","0"
"K118200","0"
"K118220","0"
"K118230","0"
"K118240","0"
"K118250","0"
"K118270","0"
"K118280","0"
"K118290","0"
"K118300","0"
"K118310","0"
"K118320","0"
"K118330","0"
"K118340","0"
"K118360","0"
"K118370","0"
"K118380","0"
"K118390","0"
"K118400","0"
"K118410","0"
"K118420","0"
"K118430","0"
"K118460","0"
"K118470","0"
"K118490","0"
"K118500","0"
"K118510","0"
"K118520","0"
"K118530","0"
"K118540","0"
"K118550","0"
"K118560","0"
"K118580","0"
"K118590","0"
"K118600","0"
"K118610","0"
"K118630","0"
"K118640","0"
"K118650","0"
"K118660","0"
"K118670","0"
"K118680","1"
"K118690","0"
"K118700","0"
"K118710","0"
"K118720","0"
"K118730","0"
"K118740","0"
"K118750","0"
"K118790","0"
"K118820","0"
"K118830","0"
"K118850","0"
"K118870","0"
"K118880","0"
"K118890","0"
"K118900","0"
"K118920","0"
"K118930","0"
"K118940","0"
"K118950","0"
"K118960","0"
"K118980","0"
"K118990","0"
"K119000","0"
"K119010","0"
"K119020","0"
"K119030","0"
"K119040","0"
"K119050","0"
"K119060","1"
"K119090","1"
"K119100","0"
"K119110","0"
"K119120","0"
"K119150","0"
"K119170","1"
"K119190","0"
"K119200","0"
"K119210","0"
"K119220","0"
"K119230","0"
"K119240","0"
"K119260","0"
"K119270","0"
"K119290","0"
"K119300","0"
"K119310","0"
"K119320","0"
"K119330","0"
"K119340","0"
"K119360","0"
"K119370","0"
"K119380","0"
"K119420","0"
"K119430","0"
"K119440","0"
"K119450","0"
"K119460","0"
"K119470","0"
"K119480","0"
"K119490","0"
"K119500","0"
"K119510","0"
"K119520","0"
"K119530","0"
"K119540","0"
"K119550","0"
"K119560","1"
"K119570","0"
"K119580","0"
"K119590","0"
"K119600","0"
"K119620","0"
"K119640","0"
"K119650","0"
"K119660","0"
"K119670","0"
"K119680","0"
"K119710","0"
"K119720","0"
"K119730","0"
"K119740","0"
"K119750","0"
"K119760","0"
"K119780","0"
"K119790","0"
"K119800","0"
"K119810","0"
"K119820","0"
"K119830","0"
"K119840","0"
"K119850","0"
"K119860","0"
"K119870","0"
"K119880","0"
"K119890","0"
"K119900","0"
"K119910","0"
"K119930","0"
"K119940","0"
"K119970","0"
"K119980","0"
"K119990","0"
"K120000","1"
"K120010","0"
"K120030","0"
"K120040","1"
"K120050","0"
"K120060","0"
"K120070","0"
"K120080","0"
"K120110","0"
"K120140","0"
"K120150","0"
"K120160","0"
"K120170","0"
"K120190","0"
"K120200","0"
"K120210","0"
"K120220","0"
"K120230","0"
"K120250","0"
"K120270","0"
"K120290","0"
"K120300","0"
"K120310","0"
"K120320","0"
"K120330","0"
"K120340","0"
"K120350","1"
"K120360","0"
"K120370","0"
"K120380","0"
"K120390","1"
"K120400","0"
"K120420","0"
"K120430","0"
"K120440","0"
"K120450","0"
"K120460","0"
"K120470","0"
"K120480","0"
"K120490","0"
"K120500","0"
"K120510","0"
"K120520","0"
"K120530","0"
"K120560","0"
"K120580","0"
"K120600","0"
"K120610","0"
"K120620","1"
"K120630","0"
"K120640","1"
"K120660","0"
"K120670","0"
"K120680","0"
"K120710","0"
"K120730","0"
"K120740","0"
"K120750","0"
"K120760","0"
"K120770","0"
"K120780","0"
"K120800","0"
"K120810","0"
"K120820","0"
"K120840","0"
"K120850","0"
"K120860","0"
"K120870","0"
"K120880","0"
"K120890","0"
"K120900","0"
"K120910","0"
"K120920","0"
"K120960","0"
"K120970","0"
"K121000","0"
"K121010","0"
"K121020","0"
"K121030","0"
"K121040","1"
"K121060","0"
"K121070","0"
"K121110","0"
"K121120","0"
"K121130","0"
"K121140","0"
"K121150","0"
"K121160","0"
"K121170","0"
"K121180","0"
"K121190","0"
"K121200","0"
"K121210","0"
"K121220","0"
"K121230","0"
"K121240","0"
"K121250","0"
"K121260","0"
"K121270","0"
"K121280","1"
"K121290","0"
"K121310","0"
"K121320","0"
"K121340","0"
"K121360","0"
"K121370","0"
"K121390","0"
"K121400","0"
"K121410","0"
"K121420","0"
"K121430","0"
"K121450","0"
"K121460","0"
"K121470","0"
"K121480","0"
"K121490","0"
"K121500","0"
"K121530","0"
"K121540","0"
"K121550","0"
"K121560","0"
"K121580","0"
"K121590","0"
"K121600","0"
"K121610","0"
"K121620","0"
"K121630","0"
"K121650","0"
"K121660","0"
"K121680","0"
"K121690","0"
"K121700","0"
"K121720","0"
"K121740","0"
"K121750","0"
"K121760","0"
"K121770","0"
"K121780","0"
"K121790","1"
"K121800","0"
"K121810","0"
"K121830","0"
"K121840","0"
"K121860","0"
"K121890","0"
"K121900","0"
"K121910","0"
"K121920","0"
"K121940","0"
"K121980","0"
"K121990","0"
"K122000","0"
"K122010","0"
"K122020","0"
"K122030","0"
"K122050","0"
"K122060","0"
"K122070","0"
"K122080","0"
"K122090","0"
"K122100","0"
"K122130","0"
"K122140","0"
"K122150","1"
"K122160","0"
"K122170","0"
"K122180","0"
"K122190","0"
"K122220","0"
"K122230","0"
"K122240","0"
"K122250","0"
"K122270","1"
"K122290","0"
"K122300","1"
"K122330","0"
"K122340","0"
"K122350","1"
"K122370","0"
"K122380","0"
"K122390","0"
"K122400","0"
"K122410","0"
"K122430","0"
"K122450","0"
"K122460","0"
"K122470","0"
"K122490","0"
"K122500","0"
"K122520","0"
"K122530","0"
"K122540","0"
"K122550","1"
"K122560","0"
"K122570","0"
"K122580","0"
"K122590","0"
"K122600","0"
"K122620","0"
"K122630","0"
"K122650","0"
"K122670","0"
"K122680","0"
"K122690","0"
"K122700","0"
"K122710","0"
"K122720","0"
"K122750","0"
"K122770","0"
"K122780","0"
"K122800","0"
"K122810","0"
"K122820","0"
"K122830","0"
"K122840","0"
"K122850","0"
"K122860","0"
"K122880","0"
"K122890","0"
"K122900","0"
"K122910","0"
"K122920","1"
"K122930","0"
"K122940","0"
"K122950","0"
"K122960","0"
"K122970","0"
"K122980","0"
"K122990","0"
"K123000","0"
"K123020","0"
"K123030","0"
"K123040","0"
"K123050","0"
"K123060","0"
"K123070","0"
"K123080","1"
"K123090","0"
"K123100","0"
"K123130","0"
"K123180","0"
"K123210","0"
"K123220","0"
"K123230","0"
"K123240","0"
"K123250","0"
"K123260","0"
"K123270","0"
"K123280","0"
"K123290","0"
"K123300","0"
"K123310","0"
"K123320","0"
"K123330","0"
"K123340","0"
"K123350","0"
"K123360","0"
"K123390","0"
"K123400","0"
"K123420","0"
"K123440","0"
"K123450","0"
"K123490","0"
"K123500","0"
"K123510","0"
"K123520","0"
"K123540","0"
"K123560","0"
"K123580","0"
"K123590","0"
"K123610","0"
"K123630","0"
"K123640","0"
"K123660","0"
"K123670","0"
"K123680","0"
"K123690","0"
"K123730","0"
"K123740","0"
"K123760","0"
"K123790","0"
"K123800","0"
"K123810","0"
"K123830","0"
"K123840","0"
"K123850","0"
"K123870","0"
"K123880","0"
"K123890","0"
"K123900","0"
"K123910","0"
"K123930","0"
"K123940","0"
"K123950","0"
"K123970","0"
"K123980","0"
"K123990","0"
"K124000","1"
"K124020","0"
"K124030","0"
"K124060","0"
"K124070","0"
"K124080","0"
"K124090","0"
"K124100","0"
"K124110","0"
"K124120","0"
"K124130","0"
"K124140","0"
"K124150","0"
"K124170","0"
"K124180","0"
"K124190","0"
"K124200","0"
"K124220","0"
"K124230","0"
"K124250","0"
"K124260","0"
"K124270","0"
"K124280","0"
"K124300","0"
"K124310","0"
"K124320","0"
"K124340","0"
"K124350","0"
"K124360","0"
"K124370","0"
"K124390","0"
"K124400","1"
"K124410","0"
"K124420","0"
"K124430","0"
"K124440","0"
"K124450","0"
"K124460","0"
"K124470","0"
"K124480","0"
"K124490","0"
"K124510","0"
"K124520","0"
"K124530","0"
"K124540","0"
"K124570","0"
"K124580","0"
"K124590","0"
"K124610","0"
"K124620","0"
"K124630","0"
"K124640","0"
"K124650","0"
"K124660","0"
"K124670","0"
"K124680","0"
"K124710","0"
"K124720","0"
"K124740","0"
"K124750","0"
"K124760","0"
"K124770","0"
"K124780","0"
"K124790","0"
"K124800","0"
"K124810","0"
"K124820","0"
"K124830","0"
"K124840","0"
"K124850","0"
"K124860","0"
"K124880","0"
"K124890","0"
"K124900","0"
"K124910","0"
"K124920","0"
"K124930","0"
"K124940","0"
"K124950","0"
"K124960","0"
"K124970","0"
"K124980","0"
"K125020","0"
"K125040","0"
"K125050","0"
"K125060","0"
"K125070","0"
"K125080","0"
"K125090","0"
"K125100","0"
"K125110","0"
